Sample ID,Site,Date,Time,Type,Type2,Fe_mg_L,Mn_mg_L,Cu_mg_L,Zn_mg_L,Si_mg_L,K_mg_L,P_mg_L,Mg_mg_L,Na_mg_L,Al_mg_L,Ca_mg_L,F_mg_L,Cl_mg_L,NO2_mg_L,Br_mg_L,NO3_mg_L,PO4_mg_L,SO4_mg_L,dD,d18O,DOC_mg_L,NO3_N_mg_L,SO4_S_mg_L,PO4_P_mg_L,Time Zone,Ba_mg_L,S_mg_L,Sr_mg_L,Datetime
RI24-1064,Hungerford,02/26/2024,15:00,Baseflow,Endmember,0.0280914050177682,0.0341624315975675,,0.0119220644732937,6.89782575598375,3.17502287026636,0.0252594593839047,12.3245356494279,25.117532506696,0.0080212294045925,36.9602816211563,,,,,,,,,,,,,,EST,0.0191688595280883,10.1481292662102,0.201463056287082,2024-02-26 15:00:00
RI24-1212,Wade,02/26/2024,17:00,Soil water lysimeter dry,Endmember,0.091,-0.006,0.004,0.002,0.151,0.3,0.008,0.12,1.433,0.289,0.35,,3.123,,,,,,-108.5,-15.623,,,,,EST,,,,2024-02-26 17:00:00
RI24-1221,Wade,02/26/2024,16:30,Snowmelt lysimeter,Endmember,-0.009,-0.011,0.007,0.038,1.037,0.751,-0.01,0.917,0.621,0.007,2.88,,5.298,,,,,,-130.899,-18.526,,,,,EST,,,,2024-02-26 16:30:00
RI24-1098,Wade,03/13/2024,15:15,Snowmelt lysimeter,Endmember,-0.006,0.026,0.005,0.121,0.082,0.56,0.003,0.574,0.814,0.006,1.839,,2.613238111,,,,,,-121.24,-17.13,,,,,EDT,,,,2024-03-13 15:15:00
RI24-1099,Wade,03/13/2024,15:15,Snow,Endmember,-0.011,-0.01,0.003,0.004,-0.109,0.227,-0.002,0.006,0.314,-0.005,0.158,,2.054828239,,,,,,-156.488,-21.724,,,,,EDT,,,,2024-03-13 15:15:00
RI24-1096,Wade,03/18/2024,15:30,Snowmelt lysimeter,Endmember,-0.008,-0.01,0.004,-0.003,0.11,0.444,-0.003,0.315,0.464,0.005,1.072,,1.664083231,,,,,,-123.895,-17.346,,,,,EDT,,,,2024-03-18 15:30:00
RI24-1095,Hungerford,03/18/2024,14:15,Snowmelt lysimeter,Endmember,0.006,-0.004,0.008,0.006,0.553,0.506,0.056,0.7,5.252,0.013,1.945,,3.640859084,,,,,,-146.128,-18.863,,,,,EDT,,,,2024-03-18 14:15:00
RI24-1094,Potash,03/18/2024,13:00,Snowmelt lysimeter,Endmember,-0.005,-0.001,0.007,-0.002,0.374,1.017,0.048,0.644,1.789,-0.003,2.368,,4.19693782,,,,,,-96.514,-13.525,,,,,EDT,,,,2024-03-18 13:00:00
RI24-1267,Hungerford,03/26/2024,12:00,Baseflow,Endmember,0.0456121842968216,0.0097109794719291,,0.0308215827195021,5.2538413868656,2.64189597846027,0.0213970033105503,7.26256562613223,14.3005759594319,0.0151832160409502,36.5368991902387,,,,,,,,,,,,,,EDT,0.0137520070283557,5.60118951510513,0.168031097528127,2024-03-26 12:00:00
RI24-1286,Wade,03/27/2024,13:30,Snowmelt lysimeter,Endmember,-0.007,-0.005,0.006,0,0.129,0.788,0.033,0.257,0.239,0.007,0.783,,3.241,,,,,,-158.817,-21.928,,,,,EDT,,,,2024-03-27 13:30:00
RI24-1329,Hungerford,04/01/2024,12:00,Snowmelt lysimeter,Endmember,-0.007,-0.006,0.01,0.012,1.129,1.069,0.047,1.678,6.062,-0.001,6.236,,4.209,,,,,,-142.804,-19.249,,,,,EDT,,,,2024-04-01 12:00:00
RI24-1344,Hungerford,04/04/2024,10:00,Snow,Endmember,0.043447278773456,0.0144121591045247,,0.0123448971520179,3.50534205814088,2.4171964376453,0.0186237868065503,6.54511825812541,13.5730980918428,0.0165948456778263,29.69832112582,,,,,,,,-93.225,-13.223,,,,,EDT,0.0113985944583165,4.7462767603333,0.140988342669605,2024-04-04 10:00:00
RI24-1391,Wade,01/11/2024,14:00,Baseflow,Endmember,0.0716753261984213,0.005710388901655,,0.0285237920091213,4.97724536484027,3.63005629729263,0.0365255565750062,5.96337648355687,12.6028583837091,0.0426538102070597,28.8306144289319,,,,,,,,-103.78,-14.592,,,,,EDT,0.0128069990670046,3.948961896738,0.13035399555211,2024-01-11 14:00:00
RI24-1348,Wade,04/11/2024,13:00,Snowmelt lysimeter,Endmember,-0.016,-0.015,0.005,0.019,0.279,0.656,-0.034,0.216,0.204,0.004,0.56,,3.699,,,,,,-134.317,-18.463,,,,,EDT,,,,2024-04-11 13:00:00
RI24-1349,Wade,04/11/2024,13:15,Soil water lysimeter dry,Endmember,0.091,-0.014,0.005,0.017,0.627,0.445,-0.036,0.079,0.244,0.348,0.333,,,,,,,,-121.868,-17.072,,,,,EDT,,,,2024-04-11 13:15:00
RI24-1350,Wade,04/11/2024,13:15,Rain,Endmember,-0.013,-0.009,0.01,0.058,0.018,0.63,-0.006,0.046,0.487,0.008,0.755,,,,,,,,-9.622,-2.618,,,,,EDT,,,,2024-04-11 13:15:00
RI24-1352,Hungerford,04/11/2024,11:15,Snowmelt lysimeter,Endmember,-0.012,-0.013,0.005,0.004,0.427,0.945,-0.023,0.597,0.972,0.005,2.698,,3.154,,,,,,-92.57,-13.192,,,,,EDT,,,,2024-04-11 11:15:00
RI24-1353,Hungerford,04/11/2024,11:30,Soil water lysimeter dry,Endmember,-0.008,-0.018,0.007,0.008,5.204,0.777,0.051,3.982,6.927,-0.025,28.675,,14.876,,,,,,-83.179,-12.068,,,,,EDT,,,,2024-04-11 11:30:00
RI24-1411,Wade,01/14/2024,8:00,Baseflow,Endmember,0.0451627246817397,0.0367619497752374,,0.0030386312835831,5.3571778345676,2.58393060343014,0.0355282920737053,7.70166989951656,20.2961769254978,0.0135534395860428,41.1289967308976,,,,,,,,-104.173,-15.105,,,,,EDT,0.0151443755531104,5.46730329024485,0.185374172020883,2024-01-14 08:00:00
RI25-1033,Hungerford,12/10/2024,18:00,Baseflow,Endmember,0.0521556625622279,0.0667871118135,,0.0283190005295499,7.13254710558054,3.40306170328707,0.0336988133128507,10.4075552890786,22.9455859683735,0.0104884810746512,53.1888916630217,,46.315,,,,,,,,,,,,EST,0.0198865760694454,8.73665802128005,0.259503540703184,2024-12-10 18:00:00
RI25-1109,Potash,12/28/2024,9:00,Baseflow,Endmember,0.0118693726109697,0.178426551059082,,0.0184149910469105,8.08038343275131,3.22948502841281,0.0351463076121462,17.5123092232937,221.722281566804,0.0066565897948343,55.4347035381111,,389.777,,,,,,-71.444,-10.547,,,,,EST,0.0299616326728005,7.76991371722743,0.244557802849846,2024-12-28 09:00:00
RI25-1110,Hungerford,12/28/2024,13:00,Baseflow,Endmember,0.0179110127698245,0.035389203283852,,0.0045539327620859,8.49867497622398,3.23519431286504,0.0316227191874852,11.8028895283741,55.5407828111041,0.0065641525502455,57.8103283209994,,36.24354745,,,,,,-70.493,-10.48,,,,,EST,0.0245098603886824,9.13284240712454,0.268574211597268,2024-12-28 13:00:00
RI25-1111,Wade,12/28/2024,14:30,Baseflow,Endmember,0.0076376620462609,0.0016663384819432,,0.0571509565142312,4.09138987053165,0.218635949190643,0.0025128400915795,0.60244190923028,0.717976300296246,0.0126674720900835,4.03730185244424,,,,,,,,-78.977,-12.013,,,,,EST,0.0039839168002378,1.15697566815387,0.0237166572146709,2024-12-28 14:30:00
RI25-1112,Wade,01/02/2025,12:00,Snowmelt lysimeter,Endmember,0.0085346094474101,0.0018054059988524,,0.0164660508676089,1.61513276249999,0.555337896010912,0.0589185094617445,0.672854084978792,2.79161428014061,0.0084426448757301,2.08239530002949,,,,,,,,-127.762,-17.778,,,,,EST,0.0016379279445865,0.319000171215353,0.010086773231093,2025-01-02 12:00:00
RI25-1113,Hungerford,01/02/2025,12:00,Snowmelt lysimeter,Endmember,0.0227123197248299,0.0115599926884761,,0.0388084230920984,5.79073167133884,1.51046674993606,0.35263866327542,3.00894347882435,12.6357123601275,0.0512764698798423,5.76867796640229,,10.22,,,,,,-132.014,-18.18,,,,,EST,0.0050567207324497,1.19393749814484,0.0310008930696641,2025-01-02 12:00:00
RI25-1114,Potash,12/28/2024,9:00,Snow,Endmember,0.0033484007405122,0.0056284330562423,,0.0160707268317587,0.467011065768259,0.215217200596977,0.0078441109593032,0.424255990289439,5.24864115602864,0.0024356474910754,2.45004057491752,,7.264,,,,,,-152.448,-22.053,,,,,EST,0.0056089310406936,0.450737028629754,0.0062809372500349,2024-12-28 09:00:00
RI25-1115,Wade,02/10/2025,11:00,Soil water lysimeter dry,Endmember,0.0961438679861533,0.0016515970368478,,0.017911759130375,2.69107565167914,0.124891453142565,0.009742624874038,0.117381357762017,0.127532164929982,0.34351025154112,0.311310064011197,,,,,,,,-81.293,-12.148,,,,,EST,0.0042461749510821,0.196826480405888,0.0024868839629022,2025-02-10 11:00:00
RI25-1116,Hungerford,02/10/2025,12:30,Soil water lysimeter dry,Endmember,0.0257509398792981,0.0012978641894512,,0.0134657431547053,14.5822070208133,0.528292767436512,0.0951889752521298,4.97139774042044,7.57597930699061,0.0354620646286075,37.3338544826754,,12.588,,,,,,-63.812,-9.538,,,,,EST,0.0237414790824847,15.696387208996,0.150206218490675,2025-02-10 12:30:00
RI25-1117,Hungerford,02/10/2025,13:00,Soil water lysimeter wet,Endmember,0.163375547446333,0.0023977879868503,,0.0137187466824647,8.52293418302902,1.48295451693214,0.110365626784113,1.4498504476483,2.07107551894728,0.18370745876058,7.62754182284029,,,,,,,,-89.041,-12.763,,,,,EST,0.0107134878633691,2.56488469012499,0.0401657668107341,2025-02-10 13:00:00
RI25-1121,Wade,10/08/2024,14:00,Soil water lysimeter dry,Endmember,,,,,,,,,,,,,,,,,,,-55.86,-8.628,,,,,EDT,,,,2024-10-08 14:00:00
RI25-1122,Hungerford,12/18/2024,13:15,Soil water lysimeter wet,Endmember,0.189389551039068,0.0191114029293714,,0.0616053772076994,7.89434743421026,2.10493155229986,0.22843290142136,2.2993039327885,18.6876928930546,0.104292274312715,10.802080260442,,27.347,,,,,,-85.136,-12.218,,,,,EST,0.0136803810290885,3.376826628973,0.0501513950053542,2024-12-18 13:15:00
RI25-1123,Wade,12/17/2024,12:30,Soil water lysimeter dry,Endmember,0.0942685608067847,0.0029730914136302,,0.902381504079543,2.37217692140535,0.400441140326505,0.0105717148314338,0.114725286867467,0.201120747249083,0.302230173900663,0.482012395003098,,,,,,,,-76.484,-11.243,,,,,EST,0.005087494871497,0.230593321458091,0.0026058777304597,2024-12-17 12:30:00
RI25-1124,Hungerford,12/18/2024,13:00,Soil water lysimeter dry,Endmember,0.0185475320278764,0.0022797603268471,,0.0298922816318826,14.8139957762255,0.680912078855531,0.0584645100820437,4.96384853356119,7.18588163926732,0.0236952447995943,37.4072599917519,,13.863,,,,,,-63.046,-9.42,,,,,EST,0.0237286878617453,15.7769320818403,0.151496211928396,2024-12-18 13:00:00
RI25-1125,Potash,12/18/2024,10:15,Soil water lysimeter dry,Endmember,0.0987472072965153,0.0148500470985387,,0.0598189309859664,4.80781440303856,9.55718890005296,1.40358265684637,2.61499526690342,0.452485822021034,0.107948966158962,13.0712436822085,,4.895,,,,,,-96.976,-14.06,,,,,EST,0.0081829252014912,1.06303871011562,0.0300979487763582,2024-12-18 10:15:00
RI25-1126,Wade,12/06/2024,11:15,Baseflow,Endmember,0.0156627154284537,0.0028972413170145,,0.0185145677339779,4.14724129717971,0.315981964013072,0.0050014722053655,0.633652646520205,0.631484268724815,0.0187019697445046,4.25853407849128,,,,,,,,-77.4,-11.782,,,,,EST,0.0039623627660394,1.1490498112041,0.0257187995074795,2024-12-06 11:15:00
RI25-1127,Potash,12/10/2024,15:00,Snow,Endmember,0.0048310482923197,0.0019953586611425,,0.0168399428814549,0.237596332069776,0.492079488951174,0.0195512771904986,0.0775429067471117,0.859497027411647,0.0034296657767558,0.598009336370448,,,,,,,,-155.884,-21.394,,,,,EST,0.0023012455100121,0.118865588602393,0.0012254534111042,2024-12-10 15:00:00
RI25-1128,Wade,12/10/2024,11:30,Snow,Endmember,0.0090056854259104,0.0058330336194845,,0.0101692750614954,0.111223546018091,0.151347131228407,0.0048439651206969,0.0274486027749156,0.127284254568504,0.0038193952825426,0.163077771836281,,,,,,,,-152.074,-21.458,,,,,EST,0.0019525425940387,0.130427970888621,0.0006383426616974,2024-12-10 11:30:00
RI25-1129,Hungerford,12/10/2024,11:30,Snow,Endmember,0.0044372934254931,0.0017780503523412,,0.006694135121977,0.122360772249421,0.538725712614256,0.0373200082462041,0.0939338318174954,0.231900390743295,0.0038190989794593,0.391985968776842,,,,,,,,-149.428,-20.472,,,,,EST,0.0015355162613786,0.109219412322255,0.0010883024881894,2024-12-10 11:30:00
RI25-1130,Wade,12/12/2024,11:30,Snow,Endmember,0.0050833171060747,0.0190844100867291,,0.0089514109974359,0.155664367719319,0.210561964393195,-0.0003904801166837,0.0434694687978112,0.352082325612979,0.0035596610760827,0.199072456993824,,,,,,,,-140.18,-19.376,,,,,EST,0.0011412160633436,0.0752870954599775,0.0008075152518558,2024-12-12 11:30:00
RI25-1131,Potash,02/24/2025,9:30,Baseflow,Endmember,0.0302096076440408,0.210027426162091,,0.244208511148268,7.97578375777844,4.90910174028173,0.028294025235832,17.8051014117079,372.548856770657,0.0035546496374464,49.6695598109063,,706.989,,,,,,-72.096,-10.637,,,,,EST,0.0318861255702216,8.16089010264603,0.253532325272266,2025-02-24 09:30:00
RI25-1132,Potash,02/27/2025,17:00,Soil water lysimeter dry,Endmember,0.0213735545121297,0.0037683450350384,,0.230574939764419,0.695155027837233,9.44596948773602,0.516221778479183,1.20607330720948,3.89027238814901,0.020419926475139,4.98714756177296,,6.847,,,,,,-107.579,-14.984,,,,,EST,0.0044332393434243,0.579027796674627,0.0140370688651896,2025-02-27 17:00:00
RI25-1133,Potash,02/27/2025,17:00,Snowmelt lysimeter,Endmember,0.0019760942116579,0.0050026388525218,,0.0527958007589164,0.812398171475216,0.543924483790156,0.0904386350627342,0.705251076812835,10.3653520428217,0.0025749852686756,2.14314368066845,,7.758,,,,,,-110.149,-15.173,,,,,EST,0.0004060160156863,0.323447062157401,0.0081862627609175,2025-02-27 17:00:00
RI25-1149,Hungerford,03/05/2025,12:30,Baseflow,Endmember,0.0875254301175799,0.0588404660565247,,0.234192078603535,7.13615163136324,4.17159436818663,0.0374293255227123,9.2236175997607,26.4269536398205,0.0126979744714284,40.8953117300151,,46.277,,,,,,-79.002,-11.277,,,,,EDT,0.0170906398524396,8.43142560007537,0.199270774511479,2025-03-05 12:30:00
RI25-1181,Potash,03/04/2025,11:00,Baseflow,Endmember,0.0410559638859827,0.345541010312075,,0.0454222438598574,8.05798569874238,4.16628662716169,0.0434949232970824,23.7106117202646,446.472695181056,0.0055377806458749,71.1426591625559,,871.076,,,,,,-84.283,-12.089,,,,,EST,0.0478915594239327,8.55850597671221,0.320004419536244,2025-03-04 11:00:00
RI25-1182,Hungerford,03/04/2025,13:30,Baseflow,Endmember,0.0751811444293779,0.066302171333648,,0.0162875035399794,7.14900575892086,3.3404119502001,0.0488875367958694,9.03838043145902,27.241451298527,0.0084910027358623,43.122176484814,,44.872,,,,,,-82.639,-11.809,,,,,EST,0.0188363746139602,8.20691972213249,0.207195348769798,2025-03-04 13:30:00
RI25-1183,Wade,03/04/2025,15:30,Baseflow,Endmember,0.009092103176771,0.0026095486676182,,0.0041468426920175,3.84485177440072,0.182053032927269,0.0197199635885132,0.638458896858886,0.778910015187182,0.0139129260871779,4.35130449918243,,,,,,,,-89.087,-12.991,,,,,EST,0.0034023637081787,1.21711379744092,0.0267067794038097,2025-03-04 15:30:00
RI25-1200,Potash,03/07/2025,13:00,Snowmelt lysimeter,Endmember,0.003306156052009,0.0052858641309003,,0.007167393122649,1.14221824890617,0.29920542380775,0.0481668231898921,0.679363463978907,2.72599185143812,0.0022513617721481,1.88573587045601,,2.533,,,,,,-97.252,-13.486,,,,,EST,0.0009122156802799,0.182541757523821,0.0074560326980783,2025-03-07 13:00:00
RI25-1201,Wade,03/11/2025,11:45,Baseflow,Endmember,0.0143214772341799,0.0022771954467288,,0.0527793702765137,3.18142354274354,0.232424167727597,0.0061969266760085,0.539838072406454,0.689185927757119,0.0237250506291488,3.52538032653245,,,,,,,,-92.245,-13.659,,,,,EDT,0.0042576689609612,0.982613097157009,0.0206199409042248,2025-03-11 11:45:00
RI25-1202,Hungerford,03/11/2025,15:00,Baseflow,Endmember,0.0707585014398432,0.0222491754026907,,0.0176956296121753,5.9094021166089,2.46520355536095,0.0289039370490945,6.69177416765634,15.7886781306764,0.0125072861337549,31.9659786759245,,26.16,,,,,,-82.382,-11.898,,,,,EDT,0.0143519988174014,6.27239148914198,0.154495896206869,2025-03-11 15:00:00
RI25-1203,Potash,03/13/2025,10:15,Baseflow,Endmember,0.040223519908126,0.138145730315142,,0.0062868715789778,5.93063558890429,3.19077377625683,0.0313275186188668,16.4485849578003,225.602905478857,0.0118766767467586,44.153575828676,,419.443,,,,,,-85.523,-12.244,,,,,EDT,0.0297109490064784,6.02051757733667,0.200117214257795,2025-03-13 10:15:00
RI25-1227,Wade,03/07/2025,12:00,Snowmelt lysimeter,Endmember,0.0098635310971857,0.0140500260465246,,0.0509245017605753,0.1981908582859,0.594047623044881,0.0120155874002578,0.294648750317538,0.906987291608009,0.018329827298502,1.05126461350751,,,,,,,,-161.961,-22.037,,,,,EDT,0.0008554067434984,0.300303855810626,0.0055840668126927,2025-03-07 12:00:00
RI25-1228,Hungerford,03/07/2025,16:00,Snowmelt lysimeter,Endmember,0.0106527241176964,0.0100103480278188,,0.0269275473725334,0.186822453494061,0.750696603622076,0.0344458136771672,0.277737044107506,0.723701940358386,0.0121497666038943,1.1216511729118,,1.975,,,,,,-112.538,-15.487,,,,,EST,0.0023457894441581,0.137375946609836,0.0049807538078414,2025-03-07 16:00:00
RI25-1229,Wade,03/17/2025,12:00,Snowmelt lysimeter,Endmember,0.0074244643645789,0.0091086709624915,,0.0165948878584498,0.173011848006445,0.487547030439495,0.0145816444168773,0.116653337932215,0.337633722564304,0.0071169169761825,0.405398585281557,,,,,,,,-144.825,-19.965,,,,,EDT,0.0008547011946214,0.141262966888262,0.0023225113028545,2025-03-17 12:00:00
RI25-1230,Hungerford,03/17/2025,14:00,Snowmelt lysimeter,Endmember,0.0144955578055677,0.0071920655388572,,0.0038817867105999,0.368928661744995,0.755043635361557,0.023840136837084,0.468033026260817,0.924824089584703,0.0169517455685153,1.27565818036987,,1.872,,,,,,-116.792,-15.922,,,,,EDT,0.0022844961057745,0.081996201329727,0.0072821840187373,2025-03-17 14:00:00
RI25-1286,Potash,03/19/2025,15:15,Soil water lysimeter dry,Endmember,0.0263091477739987,0.0010961804297588,,0.0172401564022104,0.536106316371191,6.24344686158433,0.359538157366964,1.22193633386238,2.70910237928903,0.0196330946261334,4.70371684514793,,5.002,,,,,,-104.657,-14.507,,,,,EDT,0.0048666176943241,0.440284955614656,0.0137741117522103,2025-03-19 15:15:00
RI25-1287,Potash,03/19/2025,15:00,Snowmelt lysimeter,Endmember,0.0057769133357339,0.0035080847051434,,0.0076269883562921,1.65398643420911,0.58941927607672,0.0228083866500874,0.640358534165793,2.11162396780117,0.0037598151844479,1.94346669704879,,2.223,,,,,,-82.365,-10.962,,,,,EDT,0.0008944476819299,0.18069603184567,0.0099982970183845,2025-03-19 15:00:00
RI25-1288,Hungerford,03/21/2025,12:30,Soil water lysimeter dry,Endmember,0.0196978101604263,0.0030695363116819,,0.0075680450258891,14.2149798291812,0.260458420965447,0.0891658278457207,5.19866547645978,7.4256838671046,0.0206062939539302,37.3534551404776,,11.373,,,,,,-69.765,-10.385,,,,,EDT,0.0206602268282388,11.6386971004496,0.147434582450313,2025-03-21 12:30:00
RI25-1289,Hungerford,03/21/2025,12:30,Soil water lysimeter wet,Endmember,0.160410675821434,0.0032433006041952,,0.0107114344017018,8.83032090153328,0.920598577285501,0.08662352501668,1.73723820087858,2.23317605208635,0.172333779991541,8.8898938853751,,5.252,,,,,,-86.101,-12.481,,,,,EDT,0.0124023605296914,2.36938356664775,0.0460506709335277,2025-03-21 12:30:00
RI25-1290,Wade,03/03/2025,15:45,Baseflow,Endmember,0.00841292896883,0.0020234022367026,,0.0033540315280288,3.97862414233901,0.224145735051009,0.004689193560016,0.6530137109891,0.768350455883591,0.0124078399611881,4.40342620740259,,,,,,,,,,,,,,EST,0.0038023797782991,1.23729629692767,0.0274065378979662,2025-03-03 15:45:00
RI25-1301,Wade,03/28/2025,11:30,Snowmelt lysimeter,Endmember,0.0050293764244089,0.0113563035296846,,0.0805626222238855,0.295138241664404,0.812808715495903,0.0093352459503896,0.133976670078496,0.462552906224064,0.0249026085075288,0.489042125094086,,,,,,,,-113.637,-15.855,,,,,EDT,0.0010773422919634,0.163327994264156,0.0028466662088906,2025-03-28 11:30:00
RI25-1304,Wade,04/04/2025,9:30,Snowmelt lysimeter,Endmember,0.0074147920842676,0.0051941881983693,,0.0868963134996833,0.562828779261674,0.576386244088574,0.0075926176319185,0.125219376272607,0.278794139651271,0.0311498138740462,0.426163773040128,,,,,,,,-84.147,-11.896,,,,,EDT,0.0013233458615952,0.14814875974295,0.0025705355171308,2025-04-04 09:30:00
RI25-1305,Wade,04/04/2025,9:30,Soil water lysimeter dry,Endmember,0.101765238034797,0.0018966321689301,,0.0751039715822787,2.40766324470149,0.379094900792271,0.0087073367186248,0.137331118412547,0.270041434547446,0.366951883474271,0.293645560855869,,,,,,,,-113.574,-16.037,,,,,EDT,0.0046436344154738,0.328974064642618,0.0025641808304098,2025-04-04 09:30:00
RI25-1306,Wade,04/04/2025,9:45,Soil water lysimeter wet,Endmember,0.0467166633663416,0.0102993751928283,,0.107306699010177,4.07116792007254,0.455648037161756,0.0171492849957877,0.182482552111723,0.302194114131295,0.575673840047998,1.00858708701716,,,,,,,,-110.886,-15.606,,,,,EDT,0.0066049392071814,0.622071542902076,0.0098863608096161,2025-04-04 09:45:00
